Reporting_Date,Region,Field_Office_ID,Field_Office_Name,lon,lat,Slots,ACM,ITC,FRS,Total
2024-04-30,Japan,18,YOKOSUKA,139.6722,35.281341,110,6,12,6,134
2024-04-30,Japan,19,SASEBO,129.71511,33.179915,71,3,6,3,83
2024-04-30,Japan,22,ZAMA,139.40767,35.488587,144,8,10,8,170
2024-04-30,Japan,26,OKINAWA,127.68093,26.212401,312,15,21,11,359
2024-04-30,Japan,27,IWAKUNI,132.21885,34.166562,66,4,4,2,76
2024-04-30,Korea,20,SEOUL,126.97797,37.566535,85,3,5,2,95
2024-04-30,Korea,21,DAEGU,128.60145,35.871435,120,6,0,0,126
2024-04-30,Korea,23,UIJEONGBU,127.03368,37.738098,74,4,0,0,78
2024-04-30,Korea,24,PYONGTAEK,127.11294,36.992108,141,5,6,3,155
2024-05-31,Europe,2,KAISERSLAUTERN,7.749126,49.440066,165,10,12,6,193
2024-05-31,Europe,4,VICENZA,11.535421,45.545479,73,5,5,3,86
2024-05-31,Europe,10,GARMISCH,11.095498,47.491695,17,1,0,0,18
2024-05-31,Europe,31,ANSBACH,10.571936,49.300425,30,2,0,1,33
2024-05-31,Europe,39,SOUDA BAY,24.153585,35.537632,20,2,2,1,25
2024-05-31,Europe,40,SIGONELLA,14.922222,37.401667,32,2,2,2,38
2024-05-31,Europe,42,NAPLES,14.268124,40.851775,47,3,4,2,56
2024-05-31,Europe,43,ROTA,-6.3629809999999996,36.62629,64,4,6,4,78
2024-05-31,Europe,45,STUTTGART,9.181759,48.775418,88,4,4,3,99
2024-05-31,Europe,46,VILSECK,11.806215,49.610007,105,9,4,4,122
2024-05-31,Europe,47,WIESBADEN,8.243344,50.06308,94,5,0,1,100
2024-05-31,Japan,17,SINGAPORE,103.85095,1.280095,10,1,2,0,13
2024-05-31,Japan,18,YOKOSUKA,139.6722,35.281341,110,6,12,6,134
2024-05-31,Japan,19,SASEBO,129.71511,33.179915,71,6,6,3,86
2024-05-31,Japan,22,ZAMA,139.40767,35.488587,143,8,10,8,169
2024-05-31,Japan,26,OKINAWA,127.68093,26.212401,312,15,21,11,359
2024-05-31,Japan,27,IWAKUNI,132.21885,34.166562,66,4,4,2,76
2024-05-31,Korea,20,SEOUL,126.97797,37.566535,86,3,5,2,96
2024-05-31,Korea,21,DAEGU,128.60145,35.871435,116,6,0,0,122
2024-05-31,Korea,23,UIJEONGBU,127.03368,37.738098,75,4,0,0,79
2024-05-31,Korea,24,PYONGTAEK,127.11294,36.992108,141,5,6,3,155
2024-06-30,Europe,2,KAISERSLAUTERN,7.749126,49.440066,165,10,12,6,193
2024-06-30,Europe,4,VICENZA,11.535421,45.545479,73,5,5,3,86
2024-06-30,Europe,10,GARMISCH,11.095498,47.491695,17,1,0,0,18
2024-06-30,Europe,31,ANSBACH,10.571936,49.300425,30,2,0,1,33
2024-06-30,Europe,39,SOUDA BAY,24.153585,35.537632,20,2,2,1,25
2024-06-30,Europe,40,SIGONELLA,14.922222,37.401667,32,2,2,2,38
2024-06-30,Europe,42,NAPLES,14.268124,40.851775,47,3,4,2,56
2024-06-30,Europe,43,ROTA,-6.3629809999999996,36.62629,53,3,4,3,63
2024-06-30,Europe,45,STUTTGART,9.181759,48.775418,88,4,4,3,99
2024-06-30,Europe,46,VILSECK,11.806215,49.610007,108,9,4,4,125
2024-06-30,Europe,47,WIESBADEN,8.243344,50.06308,94,5,0,1,100
2024-06-30,Japan,17,SINGAPORE,103.85095,1.280095,10,1,2,0,13
2024-06-30,Japan,18,YOKOSUKA,139.6722,35.281341,110,6,12,6,134
2024-06-30,Japan,19,SASEBO,129.71511,33.179915,71,6,6,3,86
2024-06-30,Japan,22,ZAMA,139.40767,35.488587,142,8,9,8,167
2024-06-30,Japan,26,OKINAWA,127.68093,26.212401,312,15,21,11,359
2024-06-30,Japan,27,IWAKUNI,132.21885,34.166562,66,4,4,2,76
2024-06-30,Korea,20,SEOUL,126.97797,37.566535,86,6,5,2,99
2024-06-30,Korea,21,DAEGU,128.60145,35.871435,99,5,0,0,104
2024-06-30,Korea,23,UIJEONGBU,127.03368,37.738098,84,5,0,0,89
2024-06-30,Korea,24,PYONGTAEK,127.11294,36.992108,141,5,6,3,155
