Loc #,Region,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,Year
2521,Chin Hae,Turtle Cove,Oct-08,"26,154.41","20,100.00",,,2020
2521,Chin Hae,Turtle Cove,Nov-08,"11,156.79","8,840.30",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Oct-12,"11,585.21","7,467.30",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-12,"41,705.33","29,238.95",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-12,"37,557.10","26,277.15",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-13,"26,398.01","18,513.10",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-13,"25,171.72","17,584.70",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-13,"16,370.65","11,535.50",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-13,"31,565.91","22,035.20",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-13,"33,012.42","23,400.60",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-13,"12,495.02","8,812.15",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-13,"25,478.60","17,956.55",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-13,"22,448.90","15,906.25",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-13,"21,206.80","14,736.60","3,04,995.67","2,13,464.05","2,020.00"
2521,Chin Hae,Turtle Cove,Oct-13,"31,275.51","21,867.60",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-13,-,-,,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-13,-,-,,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-14,"17,955.98","12,282.95",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-14,"18,843.24","13,255.05",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-14,"25,703.05","17,992.15",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-14,"45,992.30","32,194.65",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-14,"25,800.71","18,128.40",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-14,"30,054.75","22,170.25",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-14,"23,963.52","15,658.80",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-14,"43,927.58","32,403.95",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-14,"23,007.04","17,128.25","2,86,523.68","2,03,082.05","2,020.00"
2521,Chin Hae,Turtle Cove,Oct-14,"21,267.92","11,888.05",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-14,"27,906.09","20,288.60",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-14,"27,660.49","19,673.75",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-15,"29,625.01","20,533.35",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-15,"33,510.83","25,671.25",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-15,"19,603.99","13,580.65",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-15,"26,795.87","16,595.35",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-15,"26,952.02","26,773.85",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-15,"28,461.31","15,827.95",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-15,"28,545.72","15,821.00",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-15,"34,757.83","23,942.95",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-15,"27,352.14","22,088.25","3,32,439.22","2,32,685.00","2,020.00"
2521,Chin Hae,Turtle Cove,Oct-15,"29,013.97","18,076.45",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-15,"26,974.22","18,261.75",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-15,"17,696.40","12,387.50",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-16,"10,197.72","7,349.60",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-16,"5,202.74","7,426.25",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-16,"26,468.97","15,106.30",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-16,"17,728.26","12,535.45",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-16,"17,846.86","11,894.70",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-16,"7,985.03","5,467.15",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-16,"10,026.12","9,655.25",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-16,"8,332.69","3,301.40",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-16,"3,340.58","2,334.00","1,80,813.56","1,23,795.80","2,020.00"
2521,Chin Hae,Turtle Cove,Oct-16,"9,814.68","6,941.90",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-16,"4,472.91","4,074.15",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-16,"9,587.65","6,488.80",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-17,"9,946.00","6,962.20",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-17,"2,007.05","2,072.70",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-17,"2,925.19","3,422.50",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-17,"7,355.45","3,562.15",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-17,"14,704.66","8,560.05",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-17,"13,905.10","9,733.55",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-17,"6,085.00","4,259.50",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-17,"15,081.00","10,556.70",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-17,"11,818.20","8,272.75","1,07,702.89","74,906.95","2,020.00"
2521,Chin Hae,Turtle Cove,Oct-17,,,,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-17,"8,592.20","6,014.55",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-17,"22,239.35","15,567.55",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-18,"32,615.30","22,830.70",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-18,"3,538.00","2,476.60",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-18,"8,288.60","5,802.00",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-18,"16,603.05","11,622.15",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-18,"12,757.10","8,929.95",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-18,"10,657.95","7,460.55",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-18,"37,387.30","26,171.10",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-18,"28,614.40","20,030.10",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-18,"4,733.70","3,313.60","1,86,026.95","1,30,218.85","2,020.00"
2521,Chin Hae,Turtle Cove,Oct-18,"13,923.70","11,979.05",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-18,"21,360.95","14,415.95",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-18,"2,422.50",-,,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-19,"24,970.30","17,479.25",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-19,"15,423.00","10,796.10",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-19,"39,515.00","27,660.50",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-19,"5,950.55","4,165.40",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-19,"10,770.45","7,539.35",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-19,"7,003.00","4,902.10",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-19,"18,354.75","12,848.35",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-19,"3,863.30","5,153.75",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-19,"14,794.60","11,217.70","1,78,352.10","1,28,157.50","2,020.00"
2521,Chin Hae,Turtle Cove,Oct-19,"33,819.35","20,362.65",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Nov-19,"33,438.90","23,407.25",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Dec-19,"21,068.30","14,747.80",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jan-20,"7,259.90","14,145.20",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Feb-20,"55,679.00","29,912.05",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Mar-20,"41,025.51","28,907.90",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Apr-20,"27,052.35","18,936.65",,,"2,020.00"
2521,Chin Hae,Turtle Cove,May-20,"16,357.45","11,450.20",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jun-20,"8,286.20","5,800.35",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Jul-20,"20,913.15","15,840.40",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Aug-20,"2,071.95","8,479.75",,,"2,020.00"
2521,Chin Hae,Turtle Cove,Sep-20,"90,471.00","55,099.10","3,57,443.06","2,47,089.30","2,020.00"
2523,Okinawa,Crow's Nest,Oct-08,,"76,147.10",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-08,,"74,565.65",,,"2,020.00"
2523,Okinawa,Crow's Nest,Oct-12,,"68,412.85",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-12,,"52,284.10",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-12,,"70,226.55",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-13,,"61,854.50",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-13,,"51,613.30",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-13,,"31,927.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-13,,"73,396.55",,,"2,020.00"
2523,Okinawa,Crow's Nest,May-13,,"44,855.30",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-13,,"51,808.25",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-13,,"68,099.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-13,,"53,037.15",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-13,,"61,418.75","8,60,513.39","6,88,934.70","2,020.00"
2523,Okinawa,Crow's Nest,Oct-13,,"47,118.45",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-13,,"41,452.95",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-13,,"44,334.65",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-14,,"24,146.90",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-14,,"46,098.15",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-14,,"45,405.20",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-14,,"46,456.95",,,"2,020.00"
2523,Okinawa,Crow's Nest,May-14,,"26,693.50",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-14,,"40,868.85",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-14,,"30,363.35",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-14,,"22,722.35",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-14,,"46,227.30","5,75,773.06","4,61,888.60","2,020.00"
2523,Okinawa,Crow's Nest,Oct-14,,"31,464.05",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-14,,"28,304.55",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-14,,"27,546.25",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-15,,"26,035.85",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-15,,"26,892.85",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-15,,"36,149.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-15,,"28,852.20",,,"2,020.00"
2523,Okinawa,Crow's Nest,May-15,,"27,803.20",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-15,,"30,081.60",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-15,,"29,588.55",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-15,,"23,307.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-15,,"28,205.79","4,30,346.41","3,44,231.59","2,020.00"
2523,Okinawa,Crow's Nest,Oct-15,,"28,629.55",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-15,,"30,989.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-15,,"19,969.20",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-16,,"24,011.80",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-16,,"23,893.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-16,,"45,309.55",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-16,,"34,250.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,May-16,,"27,958.65",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-16,,"19,455.90",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-16,,"14,141.15",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-16,,"40,172.15",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-16,,"17,420.30","4,05,757.26","3,26,200.25","2,020.00"
2523,Okinawa,Crow's Nest,Oct-16,,"15,978.75",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-16,,"14,466.30",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-16,,"9,163.05",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-17,,"33,017.75",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-17,,"19,724.10",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-17,,"12,879.15",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-17,,"15,843.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,May-17,,"22,683.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-17,,"22,942.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-17,,"17,027.35",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-17,,"28,940.50",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-17,,"26,786.00","3,01,386.84","2,39,451.65","2,020.00"
2523,Okinawa,Crow's Nest,Oct-17,,"20,447.45",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-17,,"2,368.55",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-17,,"1,267.75",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-18,,"23,721.50",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-18,,"11,747.10",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-18,,"12,319.90",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-18,,"20,329.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,May-18,,"21,660.25",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-18,,"23,621.75",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-18,,"19,957.85",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-18,,"19,532.40",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-18,,"25,117.90","2,55,439.15","2,02,092.10","2,020.00"
2523,Okinawa,Crow's Nest,Oct-18,,"25,595.15",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-18,,"16,030.65",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-18,,"19,296.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-19,,"22,989.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-19,,"12,180.65",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-19,,"25,444.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-19,,"17,037.15",,,"2,020.00"
2523,Okinawa,Crow's Nest,May-19,,"29,034.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-19,,"18,595.95",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-19,,"19,300.70",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-19,,"25,025.10",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-19,,"19,457.30","3,12,483.80","2,49,987.05","2,020.00"
2523,Okinawa,Crow's Nest,Oct-19,,"9,415.40",,,"2,020.00"
2523,Okinawa,Crow's Nest,Nov-19,,"9,444.75",,,"2,020.00"
2523,Okinawa,Crow's Nest,Dec-19,,"31,309.50",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jan-20,,"17,270.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Feb-20,,"23,287.90",,,"2,020.00"
2523,Okinawa,Crow's Nest,Mar-20,,"20,920.60",,,"2,020.00"
2523,Okinawa,Crow's Nest,Apr-20,,-,,,"2,020.00"
2523,Okinawa,Crow's Nest,May-20,,,,,"2,020.00"
2523,Okinawa,Crow's Nest,Jun-20,,"9,479.50",,,"2,020.00"
2523,Okinawa,Crow's Nest,Jul-20,,"21,855.00",,,"2,020.00"
2523,Okinawa,Crow's Nest,Aug-20,,"25,571.85",,,"2,020.00"
2523,Okinawa,Crow's Nest,Sep-20,,"16,912.85","2,31,834.30","1,85,467.35","2,020.00"
2525,Okinawa,Port Call,Oct-08,,"15,288.70",,,"2,020.00"
2525,Okinawa,Port Call,Nov-08,,"12,933.90",,,"2,020.00"
2525,Okinawa,Port Call,Dec-08,,"22,066.75",,,"2,020.00"
2525,Okinawa,Port Call,Jan-09,,"14,533.60",,,"2,020.00"
2525,Okinawa,Port Call,Feb-09,,"7,381.00",,,"2,020.00"
2525,Okinawa,Port Call,Mar-09,,"8,730.25",,,"2,020.00"
2525,Okinawa,Port Call,Apr-09,,"20,439.20",,,"2,020.00"
2525,Okinawa,Port Call,May-09,,"14,668.90",,,"2,020.00"
2525,Okinawa,Port Call,Jun-09,,"9,683.00",,,"2,020.00"
2525,Okinawa,Port Call,Jul-09,,"5,449.60",,,"2,020.00"
2525,Okinawa,Port Call,Aug-09,,"15,510.90",,,"2,020.00"
2525,Okinawa,Port Call,Sep-09,,"15,170.10","1,98,340.55","1,61,855.90","2,020.00"
2525,Okinawa,Port Call,Oct-09,,"1,935.20",,,"2,020.00"
2525,Okinawa,Port Call,Nov-09,,"6,497.50",,,"2,020.00"
2525,Okinawa,Port Call,Dec-09,,"1,727.20",,,"2,020.00"
2525,Okinawa,Port Call,Jan-10,,"6,669.20",,,"2,020.00"
2525,Okinawa,Port Call,Feb-10,,"3,679.10",,,"2,020.00"
2525,Okinawa,Port Call,Mar-10,,112.10,,,"2,020.00"
2525,Okinawa,Port Call,Apr-10,,"3,877.60",,,"2,020.00"
2525,Okinawa,Port Call,May-10,,"6,812.80",,,"2,020.00"
2525,Okinawa,Port Call,Jun-10,,"4,010.75",,,"2,020.00"
2525,Okinawa,Port Call,Jul-10,,"6,745.60",,,"2,020.00"
2525,Okinawa,Port Call,Aug-10,,"10,324.80",,,"2,020.00"
2525,Okinawa,Port Call,Sep-10,,"16,246.30","88,770.51","68,638.15","2,020.00"
2525,Okinawa,Port Call,Oct-10,,"4,487.20",,,"2,020.00"
2525,Okinawa,Port Call,Nov-10,,"8,739.15",,,"2,020.00"
2525,Okinawa,Port Call,Dec-10,,"14,440.80",,,"2,020.00"
2525,Okinawa,Port Call,Jan-11,,"8,618.30",,,"2,020.00"
2525,Okinawa,Port Call,Feb-11,,"5,499.45",,,"2,020.00"
2525,Okinawa,Port Call,Mar-11,,"9,839.90",,,"2,020.00"
2525,Okinawa,Port Call,Apr-11,,"11,048.80",,,"2,020.00"
2525,Okinawa,Port Call,May-11,,"11,195.60",,,"2,020.00"
2525,Okinawa,Port Call,Jun-11,,"8,600.00",,,"2,020.00"
2525,Okinawa,Port Call,Jul-11,,"8,275.50",,,"2,020.00"
2525,Okinawa,Port Call,Aug-11,,"2,145.95",,,"2,020.00"
2525,Okinawa,Port Call,Sep-11,,"4,305.45","1,22,633.41","97,196.10","2,020.00"
2525,Okinawa,Port Call,Oct-11,,"6,212.00",,,"2,020.00"
2525,Okinawa,Port Call,Nov-11,,"9,456.35",,,"2,020.00"
2525,Okinawa,Port Call,Dec-11,,"7,580.90",,,"2,020.00"
2525,Okinawa,Port Call,Jan-12,,"3,070.20",,,"2,020.00"
2525,Okinawa,Port Call,Feb-12,,"2,741.80",,,"2,020.00"
2525,Okinawa,Port Call,Mar-12,,"13,085.55",,,"2,020.00"
2525,Okinawa,Port Call,Apr-12,,"2,534.00",,,"2,020.00"
2525,Okinawa,Port Call,May-12,,"15,165.90",,,"2,020.00"
2525,Okinawa,Port Call,Jun-12,,"7,067.10",,,"2,020.00"
2525,Okinawa,Port Call,Jul-12,,"5,478.15",,,"2,020.00"
2525,Okinawa,Port Call,Aug-12,,"10,669.60",,,"2,020.00"
2525,Okinawa,Port Call,Sep-12,,"5,855.15","1,10,841.14","88,916.70","2,020.00"
2525,Okinawa,Port Call,Oct-12,,"6,485.60",,,"2,020.00"
2525,Okinawa,Port Call,Nov-12,,"10,421.45",,,"2,020.00"
2525,Okinawa,Port Call,Dec-12,,"6,075.20",,,"2,020.00"
2525,Okinawa,Port Call,Jan-13,,"12,290.25",,,"2,020.00"
2525,Okinawa,Port Call,Feb-13,,"10,674.40",,,"2,020.00"
2525,Okinawa,Port Call,Mar-13,,"5,527.20",,,"2,020.00"
2525,Okinawa,Port Call,Apr-13,,"11,109.05",,,"2,020.00"
2525,Okinawa,Port Call,May-13,,"3,892.80",,,"2,020.00"
2525,Okinawa,Port Call,Jun-13,,"1,763.20",,,"2,020.00"
2525,Okinawa,Port Call,Jul-13,,"4,710.00",,,"2,020.00"
2525,Okinawa,Port Call,Aug-13,,"7,893.60",,,"2,020.00"
2525,Okinawa,Port Call,Sep-13,,"6,424.65","1,09,525.12","87,267.40","2,020.00"
2525,Okinawa,Port Call,Oct-13,,"7,922.65",,,"2,020.00"
2525,Okinawa,Port Call,Nov-13,,"2,096.80",,,"2,020.00"
2525,Okinawa,Port Call,Dec-13,,"2,794.70",,,"2,020.00"
2525,Okinawa,Port Call,Jan-14,,"2,399.15",,,"2,020.00"
2525,Okinawa,Port Call,Feb-14,,487.90,,,"2,020.00"
2525,Okinawa,Port Call,Mar-14,,"12,237.05",,,"2,020.00"
2525,Okinawa,Port Call,Apr-14,,"12,084.15",,,"2,020.00"
2525,Okinawa,Port Call,May-14,,843.20,,,"2,020.00"
2525,Okinawa,Port Call,Jun-14,,"7,570.70",,,"2,020.00"
2525,Okinawa,Port Call,Jul-14,,"1,689.60",,,"2,020.00"
2525,Okinawa,Port Call,Aug-14,,"1,979.30",,,"2,020.00"
2525,Okinawa,Port Call,Sep-14,,"13,889.45","83,135.04","65,994.65","2,020.00"
2525,Okinawa,Port Call,Oct-14,,967.95,,,"2,020.00"
2525,Okinawa,Port Call,Nov-14,,"6,055.20",,,"2,020.00"
2525,Okinawa,Port Call,Dec-14,,"7,859.60",,,"2,020.00"
2525,Okinawa,Port Call,Jan-15,,"1,087.65",,,"2,020.00"
2525,Okinawa,Port Call,Feb-15,,"6,029.10",,,"2,020.00"
2525,Okinawa,Port Call,Mar-15,,"7,171.30",,,"2,020.00"
2525,Okinawa,Port Call,Apr-15,,"5,800.25",,,"2,020.00"
2525,Okinawa,Port Call,May-15,,"6,580.85",,,"2,020.00"
2525,Okinawa,Port Call,Jun-15,,"9,878.75",,,"2,020.00"
2525,Okinawa,Port Call,Jul-15,,"6,516.30",,,"2,020.00"
2525,Okinawa,Port Call,Aug-15,,"4,655.50",,,"2,020.00"
2525,Okinawa,Port Call,Sep-15,,"7,591.50","87,742.55","70,193.95","2,020.00"
2525,Okinawa,Port Call,Oct-15,,"2,224.80",,,"2,020.00"
2525,Okinawa,Port Call,Nov-15,,"3,476.00",,,"2,020.00"
2525,Okinawa,Port Call,Dec-15,,14.80,,,"2,020.00"
2525,Okinawa,Port Call,Jan-16,,"3,647.20",,,"2,020.00"
2525,Okinawa,Port Call,Feb-16,,"10,172.35",,,"2,020.00"
2525,Okinawa,Port Call,Mar-16,,"12,069.60",,,"2,020.00"
2525,Okinawa,Port Call,Apr-16,,"3,284.70",,,"2,020.00"
2525,Okinawa,Port Call,May-16,,"4,658.80",,,"2,020.00"
2525,Okinawa,Port Call,Jun-16,,"8,213.85",,,"2,020.00"
2525,Okinawa,Port Call,Jul-16,,"2,294.55",,,"2,020.00"
2525,Okinawa,Port Call,Aug-16,,"6,762.95",,,"2,020.00"
2525,Okinawa,Port Call,Sep-16,,"4,913.05","77,165.90","61,732.65","2,020.00"
2525,Okinawa,Port Call,Oct-16,,,,,"2,020.00"
2525,Okinawa,Port Call,Nov-16,,"4,706.70",,,"2,020.00"
2525,Okinawa,Port Call,Dec-16,,"10,958.40",,,"2,020.00"
2525,Okinawa,Port Call,Jan-17,,"4,800.40",,,"2,020.00"
2525,Okinawa,Port Call,Feb-17,,"4,915.20",,,"2,020.00"
2525,Okinawa,Port Call,Mar-17,,"10,670.40",,,"2,020.00"
2525,Okinawa,Port Call,Apr-17,,395.70,,,"2,020.00"
2525,Okinawa,Port Call,May-17,,"8,926.40",,,"2,020.00"
2525,Okinawa,Port Call,Jun-17,,"7,203.40",,,"2,020.00"
2525,Okinawa,Port Call,Jul-17,,"2,286.10",,,"2,020.00"
2525,Okinawa,Port Call,Aug-17,,"7,773.60",,,"2,020.00"
2525,Okinawa,Port Call,Sep-17,,"24,239.15","1,08,594.25","86,875.45","2,020.00"
2525,Okinawa,Port Call,Oct-17,,"10,059.40",,,"2,020.00"
2525,Okinawa,Port Call,Nov-17,,"4,328.80",,,"2,020.00"
2525,Okinawa,Port Call,Dec-17,,"5,483.20",,,"2,020.00"
2525,Okinawa,Port Call,Jan-18,,"3,912.00",,,"2,020.00"
2525,Okinawa,Port Call,Feb-18,,"6,320.10",,,"2,020.00"
2525,Okinawa,Port Call,Mar-18,,"21,800.80",,,"2,020.00"
2525,Okinawa,Port Call,Apr-18,,"11,536.85",,,"2,020.00"
2525,Okinawa,Port Call,May-18,,"6,813.55",,,"2,020.00"
2525,Okinawa,Port Call,Jun-18,,"3,422.15",,,"2,020.00"
2525,Okinawa,Port Call,Jul-18,,"2,968.00",,,"2,020.00"
2525,Okinawa,Port Call,Aug-18,,"8,082.40",,,"2,020.00"
2525,Okinawa,Port Call,Sep-18,,"15,712.80","1,25,550.10","1,00,440.05","2,020.00"
2525,Okinawa,Port Call,Oct-18,,"5,818.40",,,"2,020.00"
2525,Okinawa,Port Call,Nov-18,,-,,,"2,020.00"
2525,Okinawa,Port Call,Dec-18,,"4,842.65",,,"2,020.00"
2525,Okinawa,Port Call,Jan-19,,"4,304.25",,,"2,020.00"
2525,Okinawa,Port Call,Feb-19,,219.55,,,"2,020.00"
2525,Okinawa,Port Call,Mar-19,,"13,940.15",,,"2,020.00"
2525,Okinawa,Port Call,Apr-19,,"7,868.75",,,"2,020.00"
2525,Okinawa,Port Call,May-19,,"2,990.85",,,"2,020.00"
2525,Okinawa,Port Call,Jun-19,,"10,604.70",,,"2,020.00"
2525,Okinawa,Port Call,Jul-19,,"8,507.20",,,"2,020.00"
2525,Okinawa,Port Call,Aug-19,,"1,267.60",,,"2,020.00"
2525,Okinawa,Port Call,Sep-19,,"7,019.60","82,821.90","67,383.70","2,020.00"
2525,Okinawa,Port Call,Oct-19,,"6,273.60",,,"2,020.00"
2525,Okinawa,Port Call,Nov-19,,"7,764.00",,,"2,020.00"
2525,Okinawa,Port Call,Dec-19,,"8,023.60",,,"2,020.00"
